experiment,version,change,run_tag,wandb_run_id,state,feature_set,encoder,input_type,in_channels,epochs,learning_rate,batch_size,img_size,tta,jpeg_aug,edge_supervision,noise_features,pixel_f1,pixel_iou,pixel_auc,pixel_precision,pixel_recall,image_accuracy,image_macro_f1,image_roc_auc,best_val_f1,final_train_loss,final_val_loss,duration_min
"vR.P.40.1 — EfficientNet-B4 baseline (ELA Q=90, 3ch)",vR.P.40.1,"EfficientNet-B4 baseline (ELA Q=90, 3ch)",,hz9jf7md,finished,ela,efficientnet-b4,ela,3,30,,8,,False,False,False,False,0.7549550533294678,0.6063676476478577,0.9677835996676522,0.8284288644790649,0.6934523582458496,0.8938193343898574,0.8869697319870848,0.9509484517953252,0.7424842119216919,0.2573963869890791,0.4001519581779346,221.38333333333333
vrp19,vR.P.19,"Multi-Quality RGB ELA (9ch, Q=75/85/95 full-color)",run01,k6d09341,crashed,multi_quality_ela,resnet34,Multi-Q RGB ELA,9,25,0.001,16,384,False,False,False,False,,,,,,,,,,,,0.0
vrp304,vR.P.30.4,"Multi-quality ELA + CBAM + Geometric Augmentation (50ep, BCE+Dice)",run01,6eg22w8e,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,50,0.001,16,384,False,False,False,False,,,,,,,,,,,,0.0
vrp304,vR.P.30.4,"Multi-quality ELA + CBAM + Geometric Augmentation (50ep, BCE+Dice)",run01,68e104zv,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,50,0.001,16,384,False,False,False,False,,,,,,,,,0.7639101147651672,0.30940765160019296,0.3579903472881245,0.0
vrp301,vR.P.30.1,"Multi-quality ELA + CBAM attention (50ep, BCE+Dice)",run01,wtybmy50,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,50,0.001,16,384,False,False,False,False,,,,,,,,,0.7201635837554932,0.2677539917767156,0.4085999640345073,0.0
vrp19,vR.P.19,"Multi-Quality RGB ELA (9ch, Q=75/85/95 full-color)",run01,sh964gaa,finished,multi_quality_ela,resnet34,Multi-Q RGB ELA,9,25,0.001,16,384,False,False,False,False,,,,,,,,,,,,1.0333333333333334
vrp303,vR.P.30.3,Multi-quality ELA + CBAM + Focal+Dice loss (25ep),run01,9fgzhozm,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,25,0.001,16,384,False,False,False,False,,,,,,,,,0.7478082776069641,0.239585061143482,0.32417873549862075,0.0
vrp19,vR.P.19,"Multi-Quality RGB ELA (9ch, Q=75/85/95 full-color)",run01,y8q2uhbj,crashed,multi_quality_ela,resnet34,Multi-Q RGB ELA,9,25,0.001,16,384,False,False,False,False,,,,,,,,,0.6961922645568848,0.4145489817590009,0.44961774709757746,0.0
vrp302,vR.P.30.2,"Multi-quality ELA + CBAM + Progressive Unfreeze (40ep, BCE+Dice)",run01,kyc0r1a5,finished,multi_quality_ela,resnet34,multi_quality_ela,3,40,0.001,16,384,False,False,False,False,,,,,,,,,,,,6.733333333333333
vrp30,vR.P.30,"Multi-quality ELA + CBAM attention (25ep, BCE+Dice)",run01,0cw0w73b,finished,multi_quality_ela,resnet34,multi_quality_ela,3,25,0.001,16,384,False,False,False,False,,,,,,,,,,,,17.683333333333334
vrp30,vR.P.30,"Multi-quality ELA + CBAM attention (25ep, BCE+Dice)",run01,yj6niqfq,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,25,0.001,16,384,False,False,False,False,,,,,,,,,0.7382822632789612,0.2288518840220576,0.3797384704977648,0.0
vrp302,vR.P.30.2,"Multi-quality ELA + CBAM + Progressive Unfreeze (40ep, BCE+Dice)",run01,x3wn8m9f,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,40,0.001,16,384,False,False,False,False,,,,,,,,,,,,0.0
vrp302,vR.P.30.2,"Multi-quality ELA + CBAM + Progressive Unfreeze (40ep, BCE+Dice)",run01,yu9u0wtz,crashed,multi_quality_ela,resnet34,multi_quality_ela,3,40,0.001,16,384,False,False,False,False,,,,,,,,,0.7109066843986511,0.15598485048162242,0.4187929127610601,0.0
vrp30,vR.P.30,"Multi-quality ELA + CBAM attention (25ep, BCE+Dice)",run01,uvd1q42s,finished,multi_quality_ela,resnet34,multi_quality_ela,3,25,0.001,16,384,False,False,False,False,,,,,,,,,,,,16.4
vR.P.41 — Unified Inception V1+V2+V3 custom encoder + Multi-Q RGB ELA (9ch),vR.P.41,Unified Inception V1+V2+V3 custom encoder + Multi-Q RGB ELA (9ch),,t3hr2z9o,running,multi-q-rgb-ela-9ch,unified-inception-v123,multi-q-rgb-ela-9ch,9,50,,16,,False,False,False,False,,,,,,,,,0.6736755967140198,0.31304295159565343,0.4589731793057275,288.3666666666667
